Vertex1,Vertex2,Color1,Color2
7I6QF,XHIY2,blue,green
ZZQOZ,RZGG2,blue,green
89PG4,ACD94,green,red
LDU7F,MBTVY,blue,green
RIC0E,J1DJT,green,blue
801KY,95DY7,red,blue
0PQCE,NJD6X,green,red
CLE4I,5KQ33,red,blue
OJ50M,HCS0S,red,blue
VWO99,DANSD,red,blue
VQQJZ,29T7Z,red,blue
JER6M,N7XBN,green,green
ENOMT,IA9NO,red,green
51FCS,1NOUK,red,green
Q50LR,POZSM,red,red
9VW4W,N22QM,blue,blue
ACD94,6BEXO,blue,blue
EH20F,8312J,red,red
KVKJP,I7JS7,blue,blue
MZ6V5,R5OSH,blue,red
GW76F,R7310,green,blue
H35NM,MYFU1,red,red
6D5BN,UXOQ4,blue,red
SRP3U,LY9E1,blue,red
SRQ66,SXGHY,blue,red
P6UWK,SR4CW,green,blue
O90GF,PG32T,red,blue
053M8,XVE9I,red,green
7L4N7,0J8TC,green,blue
2CZZ6,BD5AS,blue,red
H2BUK,REY4S,green,green
12KJ3,C1NHB,red,blue
4ZE4T,ECZFS,green,green
0YBC7,QYHQE,green,red
8R4HC,7L4N7,blue,green
EBSW0,WLWN0,green,blue
ZEOPT,Q46S2,green,green
307TC,DQF3Y,blue,green
IBEPX,QIPV9,red,red
CI4I3,0BE3Q,green,green
AJUOX,6JX21,green,red
F46WG,6JX21,green,red
M8AMZ,FMJIU,green,blue
U8MTM,81Y5B,blue,green
R7310,D928C,blue,green
PYI28,2L970,blue,red
25I5U,MBJ73,green,red
MDEBL,668M7,green,green
EBJPP,PG32T,red,red
S7U4A,885V2,green,green
XHIY2,TPDPS,green,green
XHIY2,GL1FX,red,blue
VWO99,2GBYA,blue,blue
ADLTN,8NQAS,red,blue
7KPBM,MDEBL,green,green
OEXHO,YMHCY,green,green
NECSE,V05JZ,green,red
G2VZ2,DR6PG,red,blue
6JZAR,IWUTO,red,blue
HLS1N,Z9ATV,blue,blue
4BPDC,EX6D7,red,blue
3RJ6U,NLUIU,green,red
OXZY3,1J9YF,blue,blue
FYWQX,4VKA8,red,blue
BNTMC,DANSD,blue,green
8HM5S,APVFH,red,green
WB3SK,5KQ33,blue,red
UI5AL,LD5WR,red,green
X6MNV,D4VGA,blue,green
UD42W,MF23U,green,green
PRNM9,HLS1N,red,red
MNBK5,SO28D,red,green
Y45K6,5BG87,green,blue
QIOXN,U269Y,red,red
IA6NS,1CZ0U,green,blue
W0DR2,261PO,red,green
I7JCV,5F4TY,blue,blue
STC9O,XP6I4,red,red
TX9YB,129H8,green,red
3H5PG,Z9VY0,red,red
UJEXE,E1B4Z,red,green
0OW1H,NR93Z,green,red
BJ9CO,EOH2G,green,green
AK6M7,9Z1RL,green,red
TNB22,FOVLW,green,blue
IX66B,T5YAR,red,green
UJEXE,MDEBL,green,green
591SU,U4U00,green,blue
OZUXL,50IBQ,red,blue
0BE3Q,1XVCU,blue,green
OJ50M,6DPQU,blue,green
Z5ONJ,CM9IK,blue,blue
K9FQP,1TZFX,blue,red
IBEPX,X6MNV,green,blue
HE01O,W5Z7J,green,blue
GIJFB,UPDB4,green,blue
ZV1X2,WJ6CR,blue,green
SOYLH,PYI28,red,blue
C534Z,SRP3U,blue,green
307TC,SRP3U,blue,blue
IOSYM,591SU,blue,red
LP38C,MF23U,red,blue
U3VP9,RXPHO,green,red
BHABZ,5AP0L,red,red
6F92J,DDX2W,green,green
P5YE1,H2BUK,blue,blue
QO918,BD5AS,green,green
59R0M,TRRK5,green,blue
EM6X2,D928C,blue,blue
8S0Y5,RTLTL,green,red
D6NP6,VOSVE,red,red
307TC,CI4I3,blue,red
U5IQK,U8DQB,blue,green
VOSVE,EK1O1,blue,red
UUQ5V,MPIQJ,red,red
08Y3M,G0X6P,blue,red
P5MKY,POZSM,green,red
JLMZR,G2VZ2,red,red
89PG4,QUVEF,green,red
4J799,Y4ARZ,red,red
F5AJO,IL210,red,green
U9MYY,QHDLK,red,blue
YCLMK,7XHXX,blue,blue
TRYNL,OY1UK,red,blue
LOGFW,FYWQX,blue,green
IIPOU,QEB8G,blue,green
08KC5,UG4R0,blue,green
GUFW9,9JODI,red,blue
1ZK9D,AEJPJ,red,red
T35D2,HSOOO,blue,blue
KTZ8M,GXBGA,red,red
B2N0W,U81KC,green,green
DO6YF,240D9,red,blue
SAZIF,GXBYM,red,red
M8AMZ,6XWDH,red,green
7LHW8,E7DB8,green,blue
DOVTG,9UYBE,blue,green
7G8B6,E0I9F,blue,blue
S5Q6V,0PQCE,blue,blue
P4VAJ,JOBTU,blue,green
ZJB2A,UHZ81,red,blue
REY4S,YG72D,red,red
AVYMA,95TRY,green,green
XVE9I,QIG7I,green,red
M5D88,ZR6FE,red,green
2L970,TXXHK,green,red
XIZ3Z,HAXAZ,blue,red
EI54H,QEB8G,green,blue
XX0BU,J26IB,green,green
DDX2W,JLMZR,red,green
RLNSC,356NS,blue,red
1KVGA,XX0BU,red,green
BCOBZ,ZZQOZ,red,red
NBRBM,LQQWJ,red,green
DK7CC,KTYE7,red,green
7FA80,OWGFI,blue,green
1KVGA,MYFU1,red,red
V05JZ,0RD2P,blue,red
SHRY2,421TT,blue,green
ZLXNY,SHRY2,green,blue
IRTGL,AJUOX,blue,green
T9ALU,HK99G,green,green
4ZE4T,356NS,blue,green
DWSJP,JQ31B,blue,green
U81KC,O2SV0,green,green
OV6Q4,IL210,green,red
OY1UK,ACD94,blue,red
PRVWI,ZLXNY,blue,blue
HML9W,FGQ8J,green,blue
U0T3R,KPSJG,green,red
GWYS3,BZT0S,green,green
02FV6,LY9E1,blue,red
A09IX,SDUCZ,green,green
XGDU6,LP38C,green,green
TJ1F8,QTKFO,blue,blue
GW76F,V7ZQT,red,green
2GND7,D81WE,blue,blue
WMQ5G,ZOR7F,red,green
JGR33,EBSW0,blue,blue
WXU50,ZG1MT,green,blue
7EESK,QCMCD,red,red
VIMY8,LSYOZ,green,green
A713J,40LDN,blue,blue
0ZU6L,69023,red,blue
TRRK5,8A4NB,blue,red
1DGE4,V7ZQT,green,green
J26IB,0PQ1V,red,blue
ZG1MT,BMSRG,green,green
04Z09,P5MKY,blue,green
M8F0T,FLE9Q,red,red
50IBQ,EBSW0,green,red
M5D88,Q46S2,blue,green
2CZZ6,YMHCY,green,blue
8BPSN,FFRQC,green,red
Q46S2,G3BPC,green,red
YH8DB,KMTBL,blue,red
CBQ0W,37PGM,blue,blue
5KQEJ,3EJX4,blue,red
KMTBL,QQB30,green,red
DJ47M,1TZFX,green,green
XHIY2,51549,blue,red
HI6UQ,QIPV9,blue,red
UD93F,P4VAJ,red,red
V9KW7,YH8DB,green,red
TE4W8,6D5BN,blue,red
UQ9FE,8DU5O,green,red
XVE9I,WUGEM,red,green
IGQLA,CX19V,blue,green
65H0H,JZ8U0,red,blue
OWGFI,J2LJA,green,green
FJVAM,TKJUR,blue,red
Y4ARZ,OUB2L,red,red
V05JZ,NW9MK,blue,red
8VD6X,6M0W3,green,blue
Q6YHQ,ZTPEJ,blue,red
F0CQJ,V7ZQT,red,red
HRRC3,EOH2G,red,blue
Q06GD,7WJYZ,red,red
IOSYM,Q46S2,green,red
U9MYY,X43SQ,blue,blue
7ARL1,20GPH,green,green
H35NM,X4LY7,green,blue
1U9HK,9K7IK,red,red
CUBF4,CHFTC,red,blue
KDLRJ,SO28D,green,green
BDE5C,2594I,green,blue
3V26S,B38DB,red,blue
GTEKY,BNTMC,red,green
IYJRB,MYFU1,red,green
PRVWI,I9LIN,green,red
5F4TY,MKTV8,blue,red
8NJCH,1KVGA,green,blue
TU2AE,5R9W8,blue,blue
EQH49,S99XZ,green,red
RN6YE,EBJPP,blue,red
EBE8N,GDH3B,blue,green
HUYSR,XIZ3Z,green,blue
421TT,1DGE4,red,red
OXZY3,RN6YE,green,blue
TJ1F8,7GMMP,green,green
A3MKK,4F8J5,red,blue
U2R3W,B6T28,red,green
TJ1F8,WEP3W,blue,red
GJP2Z,X7ISR,red,red
JUQPG,2594I,green,red
GUHKN,UK2C1,red,red
GDH3B,EK1O1,red,blue
NYM29,L0OVN,blue,blue
4QZJB,MWWIZ,blue,blue
Y6E8U,DB1CK,red,red
FJNO4,QL3BO,red,red
LARYM,QO918,green,green
6L9KH,PW7P4,blue,red
DUBO2,9DY3I,blue,green
SJ4F5,WS2R3,red,red
VIMY8,LARYM,blue,blue
CZOL9,HUYSR,red,blue
4SO3V,PZYX9,blue,red
17GPA,0YBC7,red,blue
JZF3M,R6F6H,red,blue
8XKBN,BIV6N,green,red
S99XZ,8EYU2,blue,red
HI6UQ,G44JF,green,green
PPQU2,J9RMG,green,green
TNNNC,ZJB2A,blue,green
Y5NSE,0BE3Q,red,green
S5Q6V,0PQ1V,red,blue
129H8,B5S64,blue,blue
DOE2U,L9KTE,blue,red
JXWV6,4ZE4T,green,red
JQ31B,1J5IR,green,green
08NKJ,AFCRO,red,red
PCDJ2,UTTFN,red,blue
LX8YS,5F4TY,green,green
Q6YHQ,AYH5F,blue,red
DO6YF,Y5NSE,blue,blue
URHVH,ZY7M8,green,red
PA5OG,FA765,red,green
QULXT,O7E9H,blue,blue
7R1BZ,RTLTL,red,blue
9GX2B,4UQ24,red,green
YN466,45020,blue,blue
Z8XKE,TVCVK,green,red
5KQEJ,D50EY,blue,blue
51FCS,J1DJT,green,green
37PGM,8HM5S,red,red
WJ6CR,1LZXI,red,blue
19IZN,5AP0L,red,blue
RMS3X,TNNNC,green,green
XEE6Y,ZTPEJ,green,green
FJNO4,UXOQ4,green,green
CDOS5,7R1BZ,blue,green
XIZ3Z,YNALB,red,green
VQMB8,MH9A6,blue,blue
YCLMK,0BE3Q,green,green
129H8,5316T,red,green
F0G9L,IWUTO,blue,blue
MF23U,5B9WH,green,red
8XKBN,RZUKL,red,blue
BZT0S,LQQWJ,green,blue
MRQ26,HOYWL,green,blue
YK10O,E3JEO,red,green
OU3EL,Q50LR,red,red
JZF3M,Q46S2,blue,green
GSOWC,B4IF8,red,green
C1NHB,EMQYG,blue,green
IPLBI,MKTV8,green,red
APVFH,U269Y,green,green
7KPBM,KRICQ,blue,red
G1BAN,RVIYT,red,red
WXU50,3AUHG,blue,blue
TU2AE,0YBC7,blue,green
EBE8N,ZDMBU,blue,green
9UYBE,9YNW9,red,red
HUYSR,VFN8X,red,green
ZTPEJ,QHDLK,green,red
6ALQ8,SC1RQ,red,blue
801KY,QMKRO,red,red
Q55UQ,0L5SC,green,blue
Z5ONJ,4BHC6,red,blue
QHDLK,7EESK,blue,green
BNTMC,VXSGC,red,green
V9KW7,HYJP3,green,blue
L9KTE,B3CQ5,red,blue
CI4I3,BDE5C,blue,red
JZF3M,79KC4,green,green
EMQYG,JOBTU,red,green
I3UOU,TE4W8,green,red
UQ9FE,EBE8N,blue,red
0PQ1V,G8HQG,green,green
NZI2D,X6MNV,green,red
SJ4F5,LX8YS,red,red
FMJIU,5R9W8,red,red
T9RTB,FJNO4,green,red
59R0M,QORDP,green,green
K64N9,6F92J,blue,red
YWQBI,G0X6P,green,red
VXSGC,6D5BN,blue,blue
8ALZW,OYJ9Q,green,blue
8NQAS,JER6M,green,green
51FCS,QL3BO,red,red
79EN1,O4RP1,green,red
VIMY8,6F92J,green,red
58LAT,YMHCY,blue,red
T7TKS,OV6Q4,red,red
GUHKN,FJK8C,blue,red
QIOXN,5SH3V,red,red
X82DQ,ZV1X2,blue,blue
1JXO7,9YNW9,red,red
BUHTO,J7FBX,green,green
5Y3JS,1TZFX,green,red
HUYSR,EITEV,red,blue
0NGPG,JSCUG,red,green
ZR6FE,KPSJG,red,green
63TIL,RVF8H,green,green
GXBYM,V4ZBV,green,green
SXGHY,M8F0T,blue,blue
9WBUE,024RU,red,green
UCFUW,CZOL9,red,green
AL938,L0OVN,green,red
7GMMP,JUQPG,green,blue
DESN1,HFZ09,red,blue
0NGPG,AU606,green,green
EM6X2,VJOMK,green,blue
MQAVN,Y4ARZ,green,green
QL3BO,I7JS7,blue,blue
F46WG,SCPD1,blue,blue
7BMH8,UM75W,red,green
YCLMK,TVP5I,blue,blue
VOSVE,FOVLW,green,green
IRTGL,T9YXS,blue,blue
OYJ9Q,RZZF2,red,blue
45020,E2NP9,blue,red
ZUH32,MRQ26,red,red
LD5WR,AL938,red,blue
SR4CW,IBEPX,red,red
QK1KY,WS2R3,green,red
8A4NB,2CL3G,green,blue
WL8G1,R6F6H,red,red
APVFH,8AUBU,blue,blue
5R9W8,2594I,green,red
DO6YF,HTPRR,blue,red
ETZU0,67GPP,red,red
ZOR7F,SXGHY,red,green
94CZM,V9KW7,green,green
MJHHB,FGQ8J,blue,blue
IL210,UTTFN,red,green
79KC4,MSR3J,green,red
0NGPG,0ETWX,red,red
4SO3V,XP6I4,blue,blue
1D0DP,ZJB2A,green,red
LEA39,5TC3H,red,blue
3FABK,RLNSC,green,red
HJRQR,SSTYS,green,red
QBZ6M,T35D2,red,red
Z9ATV,SC1RQ,blue,blue
JCOFD,6JZAR,red,red
GTEKY,0PQ1V,green,blue
31ETL,EX4N8,blue,red
4ZE4T,BK99V,blue,green
DOVTG,14BWK,red,red
BHXS4,IWP8R,green,blue
M9228,261PO,green,red
O7E9H,QO918,blue,blue
BHXS4,MNBK5,blue,green
PZYX9,G2VZ2,red,green
ADLTN,ZTSQY,blue,green
0PQCE,FJVAM,green,red
7BMH8,GDH3B,red,blue
ZQ4G5,CDOS5,green,green
L8OMN,4BHC6,blue,green
V9KW7,WNE53,red,blue
5E9F4,59T6W,blue,green
801KY,9D9SF,green,blue
EBE8N,YKSKE,blue,red
95TRY,5SH3V,blue,red
C0A83,DJ47M,blue,blue
S99XZ,GK2R7,green,blue
5LDPF,QYHQE,red,green
OJ50M,1LZXI,red,blue
J2OYQ,M9228,red,red
7YGZC,U3VP9,blue,green
8NJCH,JZF3M,red,green
19IZN,4J799,red,blue
4RITS,VOSVE,blue,green
RTLTL,O2TIT,red,blue
GZ7L5,JLLBD,blue,green
O4RP1,SOYLH,green,blue
0PQCE,BHXS4,blue,blue
IX66B,WLWN0,red,red
NX6IS,QB3US,blue,blue
DJ47M,XG8JK,green,red
XHQ7J,0NGPG,red,green
HAXAZ,9DY3I,red,blue
T7TKS,0BE3Q,blue,blue
4D319,QZ8WS,blue,blue
BCOBZ,47328,blue,blue
UVFL8,D50EY,green,green
HAQRL,DUBO2,red,blue
NX6IS,ZV1X2,blue,green
GXBGA,SHRY2,green,red
HY4U1,UUQ5V,green,red
B38DB,GYJWK,blue,red
24WWE,IOSYM,green,green
GJP2Z,885V2,blue,red
QKAYH,FF32X,blue,red
T9ALU,F46WG,blue,red
UK2C1,FGQ8J,green,red
I7JS7,ZPO0S,red,green
VIIYS,BIV6N,blue,green
SJU70,XX1OL,blue,green
SC1RQ,L0OVN,blue,red
J2LJA,RN6YE,red,blue
1I6FP,2VHC2,red,red
GDH3B,U2P5F,blue,green
OYJ9Q,QL3BO,green,blue
P4VAJ,UCFUW,green,red
RVF8H,9RC2Y,red,blue
307TC,QO918,blue,red
270ZF,VFN8X,red,red
QMZ0E,382I1,red,green
77EKN,HR6IT,blue,blue
NW9MK,OUB2L,red,red
V9KW7,AQTI1,blue,green
R7310,JR9PX,red,blue
JZYXZ,NZI2D,red,green
K4E7D,J9DCM,blue,blue
4Q9LK,M8F0T,green,red
T7TKS,P8UZ2,green,blue
T5YAR,8RLVC,red,green
VZ9K4,7LFRV,green,green
JGR33,IPVRT,green,red
WEP3W,GUHKN,blue,blue
MJHHB,2HDJA,red,green
KUVKE,UJEXE,green,blue
RTLTL,1BG8G,green,red
8DEPA,WM6RC,red,red
UQ9FE,1ZK9D,blue,red
2U0U8,5BG87,green,red
O7EYM,UTTFN,red,red
9Q8T3,X4PN1,green,blue
RLNSC,J7FBX,red,red
DBJAC,TPDPS,blue,blue
EITEV,1ZK9D,blue,green
RK67T,1TPG3,blue,green
ETZU0,Y45K6,green,red
K4E7D,SRQ66,red,green
LX8YS,J2OYQ,green,red
Y6E8U,RTH2Y,green,blue
8XKBN,UUQ5V,green,blue
KTYQL,PG32T,blue,green
ZQ4G5,SSTYS,red,green
65H0H,ZK44L,red,green
X4LY7,DJLXF,green,green
4PXGE,DNQZA,green,green
0H2EG,HLS1N,blue,blue
8NJCH,IA6NS,red,green
OF1N6,IG1YA,green,blue
LYPHQ,QIPV9,green,red
BNTMC,P5MKY,red,red
2PH58,5MWPM,red,blue
7L4N7,ZQ4G5,blue,green
51549,9GX2B,red,green
3RJ6U,JZYXZ,red,green
HFZ09,H6XY1,green,blue
95TRY,C534Z,green,green
6L9KH,ADLTN,green,blue
LOMFP,OV6Q4,red,red
A9D59,DIZBA,green,red
5JMHH,5BG87,green,blue
4FVGC,TJ1F8,green,red
EA5EV,LQXMH,blue,green
024RU,XIX95,blue,red
BX7HE,CI4I3,green,blue
9K7IK,4UQ24,blue,green
ILLL9,7XHXX,green,blue
VOSVE,G89V5,blue,green
EFL8F,EQH49,green,blue
HUYSR,J1DJT,red,green
R6F6H,LC4JU,green,red
QJ3J3,RNA90,red,blue
3FABK,9YNW9,green,red
EBSW0,HAQRL,green,blue
6XE5S,WM6RC,blue,green
DNOE1,O2SV0,blue,green
2ZIYM,1NN46,green,blue
02FV6,PZYX9,blue,red
HIXT3,O90GF,red,blue
BHABZ,VQMB8,green,red
95TRY,79KC4,red,green
ADLTN,IX66B,blue,red
K4WSY,4PXGE,green,red
HCITG,L9KTE,green,red
AGOZZ,RLNSC,red,blue
NCPB6,DJ47M,green,red
L0OVN,G3BPC,blue,blue
UD42W,NX6IS,blue,blue
ZLDES,BHXS4,blue,blue
3FABK,6JX21,red,blue
2GBYA,B5S64,blue,green
MH9A6,T9RTB,red,blue
024RU,MYFU1,red,blue
VQQJZ,RILWN,red,red
7EESK,4FVGC,green,green
JGR33,51549,green,green
QL3BO,PVP6H,blue,blue
RMS3X,GUFW9,blue,blue
S5Q6V,GXBGA,green,green
CI7JY,1U9HK,green,red
U2P5F,QUVEF,green,red
7GMMP,B5S64,green,red
EK1O1,QO918,blue,red
GWYS3,XIZ3Z,blue,red
8VD6X,261PO,green,blue
CX19V,Y5NSE,green,blue
O7EYM,4SO3V,red,green
GUFW9,ETZU0,green,red
8312J,21L0W,green,green
WFRM0,MH391,red,red
T5YAR,0E346,red,blue
ZLXNY,N22QM,blue,green
2594I,XEE6Y,red,blue
IPVRT,2CZZ6,green,green
Q06GD,HE01O,blue,blue
WB3SK,WNE53,red,blue
DK7CC,GJP2Z,green,blue
Z8XKE,LDU7F,red,red
5E9F4,4J799,red,blue
IZWDJ,RNA90,red,green
Z9ATV,DQF3Y,red,blue
OUB2L,GL1XX,blue,red
Q3RP0,X4PN1,green,blue
3BKOB,0OW1H,blue,red
1D0DP,UQ9FE,blue,green
YWQBI,ADLTN,green,red
YWQBI,GC5Y2,green,red
KMTBL,8S0Y5,red,green
SO28D,ZEOKC,green,red
19IZN,0PQ1V,blue,blue
RXPHO,6ALQ8,green,red
CZBX1,T35D2,green,blue
U2P5F,VY1JU,blue,green
J1DJT,Z4WZE,red,green
5B9WH,PQUYZ,blue,red
GL1FX,S7U4A,green,red
UXOQ4,77EKN,blue,green
MBTVY,08NKJ,green,green
IBEPX,T7TKS,red,red
6F92J,ZJB2A,blue,red
WMQ5G,FMJIU,blue,blue
AON59,BUHTO,blue,green
3V26S,ZTSQY,blue,red
4SO3V,GUFW9,blue,red
9WBUE,6ALQ8,red,red
KVKJG,9GX2B,green,red
A09IX,J95J5,blue,red
NW9MK,IZWDJ,red,green
AVYMA,SYCL1,red,blue
D928C,C1NHB,green,blue
GZ7L5,UPDB4,blue,red
R6F6H,YKLD6,red,red
EKI8S,Z9ATV,green,green
VWO99,EOH2G,red,blue
BX7HE,J95J5,blue,blue
T7TKS,GTEKY,green,blue
5BG87,H3IOL,green,green
QXFUA,ZR6FE,green,blue
F0G9L,OU3EL,green,red
HAQRL,U8OEF,green,red
CT6Y6,2PH58,blue,green
2WTFL,KPSJG,red,green
GUHKN,QTKFO,blue,green
1U9HK,053M8,red,red
YK10O,FJVAM,red,blue
ETZU0,OV6Q4,blue,blue
JWFAE,68KDQ,blue,green
AQTI1,E2NP9,red,green
KQA4E,JUQPG,red,blue
6RC7E,9D9SF,green,blue
H2BUK,MZ6V5,blue,red
JQ31B,M8F0T,red,green
T35D2,VZS3Q,green,red
WS2R3,U81KC,blue,blue
1E8CL,2WTFL,green,green
T9ALU,JOBTU,blue,blue
IA9NO,HLS1N,green,blue
EKI8S,UEQIR,red,red
XVE9I,DW5MJ,blue,blue
T9ALU,3KJV3,green,blue
L0GUU,GC5Y2,green,red
PZYX9,BNT5L,blue,green
JCOFD,6ALQ8,blue,green
EBJPP,R1JH5,red,green
024RU,DNOE1,red,green
TSWLN,ZPO0S,blue,blue
EA5EV,DUBO2,green,green
95261,79EN1,red,red
OEXHO,FF32X,green,red
885V2,PRVWI,red,green
5AP0L,KDLRJ,blue,red
SAZIF,B3CQ5,blue,green
OWGFI,ZXZK2,green,blue
F834S,25I5U,green,green
X25PS,IX66B,green,green
POZSM,K64N9,blue,blue
ZTSQY,0H2EG,red,red
1NOUK,E3VR0,green,green
SJSTG,CIAV6,red,blue
UG4R0,14BWK,green,blue
O4RP1,2GBYA,blue,blue
ENOMT,F46WG,green,blue
4P4M4,458OM,green,green
MJHHB,2N10E,red,red
JCOFD,KXQGY,blue,green
S7U4A,OXEV0,blue,blue
51FCS,8XKBN,red,blue
382I1,XX1OL,green,red
3V26S,KRICQ,green,green
B5S64,2UGYZ,red,green
TNNNC,GXBGA,red,red
LCPB3,GV8U2,green,red
9WBUE,5316T,blue,green
ORM7Z,6BEXO,blue,green
77EKN,G44JF,red,red
668M7,VWO99,blue,red
8DEPA,DESN1,red,blue
HR6IT,VWAFG,green,red
PRNM9,EBJPP,blue,red
P99SW,SYCL1,red,green
ZV1X2,DJ32E,red,green
TJ1F8,HLS1N,red,red
JR9PX,TSWLN,green,green
R1JH5,FJIZE,red,red
O2TIT,SBAA4,red,green
0PQ1V,LQU1E,green,red
X4PN1,EMQYG,green,blue
5Q3W0,UPDB4,blue,blue
JR37R,XEE6Y,green,blue
9K7IK,E3JEO,red,red
JR9PX,MQAVN,green,red
0L5SC,U0T3R,red,green
9K7IK,DK7CC,blue,green
885V2,0NNHS,red,green
3BKOB,BJ9CO,green,green
A9D59,2WTFL,red,blue
3800R,XVE9I,blue,blue
RZ81Y,R1JH5,red,red
2UGYZ,KUVKE,red,blue
YQRQN,HJRQR,red,blue
W5Z7J,CLE4I,blue,red
5D0BD,7R1BZ,green,blue
JWFAE,W5Z7J,green,green
1JXO7,7L4N7,blue,green
GF6KO,14BWK,blue,red
LD5WR,OJ50M,blue,blue
9GX2B,TXXHK,blue,blue
HML9W,69023,red,green
GDH3B,R6F6H,green,red
SJU70,B66MU,red,red
Z5ONJ,F0CQJ,green,green
C8Z0Z,EFL8F,blue,blue
8DEPA,X43SQ,red,green
M4PY7,NY1XK,blue,red
RZZF2,N7XBN,green,green
7G8B6,T35D2,blue,green
0JK41,F83IQ,blue,green
HRRC3,9UYBE,green,blue
HUYSR,1CIPK,green,red
QF2KG,B38DB,red,blue
1B3X5,J95J5,blue,blue
RNA90,PPQU2,blue,blue
NYN5I,OY1UK,red,blue
J044L,VWAFG,blue,green
5AP0L,QTKFO,red,red
CRV51,T9ECC,red,green
HE01O,RVF8H,red,green
0P01H,R7M6P,red,red
5316T,TPDPS,red,red
458OM,8XKBN,blue,green
X6MNV,9I7R1,green,red
8EYU2,PUDE6,red,red
6PQRL,XW119,red,green
BX7HE,HR6IT,green,green
T9RTB,PW7P4,green,red
BNT5L,HAXAZ,blue,red
1CZ0U,F7FTL,blue,green
A8ZK0,APVFH,red,blue
B38DB,OXZY3,blue,red
F989P,5TC3H,blue,red
WEP3W,GWYS3,green,red
QB3US,EQH49,blue,red
UPDB4,9UYBE,blue,green
0ETWX,FFML4,red,green
HJRQR,I7JS7,blue,green
7FA80,EQH49,red,blue
WJ6CR,RN6YE,green,green
RNA90,U3VP9,red,green
PVP6H,PQUYZ,blue,blue
MYFU1,VJOMK,red,green
K4WSY,NX6IS,green,red
EE54R,6WC6X,green,blue
EZP7K,R7SYL,red,blue
PYHV8,PCDJ2,green,red
V3WWX,UHZ81,green,red
VIIYS,7HQPC,red,blue
WB3SK,V9KW7,green,blue
68KDQ,FYWQX,green,red
EZP7K,QPOVG,red,red
U3VP9,KYYP4,blue,red
Q55UQ,0VLNR,green,red
UXOQ4,8DEPA,blue,green
UHZ81,9YNW9,blue,green
XG8JK,BK99V,blue,red
JBYFQ,2VHC2,green,red
2L970,V9KW7,red,green
U8MTM,ZUH32,blue,red
UD93F,0VLNR,green,green
EBJPP,UD42W,red,green
DW5MJ,Q50LR,blue,red
DZ1NO,885V2,red,green
NL4QH,0RD2P,green,red
EX6D7,UJEXE,blue,green
N7XBN,L0GUU,blue,green
SXGHY,WGRB5,red,red
U2R3W,0YBC7,red,blue
I0822,1J9YF,red,red
0P01H,2GND7,red,blue
LX8YS,YJNQ7,blue,green
I9LIN,8T9DT,red,red
0ETWX,RZGG2,blue,green
G2VZ2,SBAA4,red,green
79EN1,1JXO7,red,blue
50IBQ,CM9IK,blue,blue
WJ6CR,7R1BZ,red,red
QB3US,GL1FX,red,red
356NS,SRQ66,red,green
TVQOC,M8AMZ,blue,red
SPKFS,Y6E8U,blue,red
3BKOB,9DY3I,green,red
F7FTL,TRRK5,red,blue
A0ZLT,6X3TF,blue,red
9DY3I,6O3BA,green,red
I9LIN,ICEVN,blue,blue
GYJWK,L9KTE,red,green
7YGZC,QRT9A,blue,blue
59R0M,EBJPP,blue,blue
V3WWX,8312J,red,green
G3BPC,E7DB8,blue,red
Y45K6,EBJPP,blue,blue
DIZBA,AGOZZ,blue,blue
U269Y,YKSKE,blue,green
8RLVC,7FY0V,green,green
MT2P6,1KW1S,red,red
RILWN,T0BO1,blue,green
FJNO4,6BEXO,red,green
YJNQ7,KVKJG,blue,blue
UUQ5V,1NN46,blue,green
37PGM,5Q3W0,blue,blue
FOVLW,2VHC2,green,green
JBYFQ,QZ8WS,red,blue
IWUTO,QMKRO,blue,blue
1J5IR,0KNP9,green,green
02FV6,X82DQ,red,green
M6H57,CBAN8,blue,green
LBVHO,2UGYZ,red,green
1ZK9D,BZT0S,green,red
79KC4,USKRX,red,blue
S30AR,Z5ONJ,green,red
X7ISR,ZDMBU,red,blue
GUFW9,LP38C,red,red
XEE6Y,GV88P,blue,green
MNBK5,2U0U8,red,blue
95TRY,497HN,green,blue
W4ATV,HR6IT,red,red
8NJCH,R5OSH,blue,green
DUBO2,XGDU6,red,green
79EN1,PYHV8,blue,red
WLWN0,UCFUW,red,green
GD0PN,5F4TY,red,blue
DWSJP,DJLXF,blue,green
OV6Q4,3H5PG,blue,red
GDH3B,3800R,blue,green
TXXHK,AL938,green,blue
IOSYM,G8HQG,blue,green
LQU1E,VGCBK,green,red
GL1FX,SXGHY,blue,red
RXY8J,0BE3Q,blue,blue
5MWPM,F989P,blue,red
869QV,3XK89,blue,red
KRICQ,47328,red,red
435S1,MZ6V5,blue,blue
0PQCE,FFML4,red,red
D81WE,NW9MK,blue,blue
PQUYZ,356NS,green,green
9GLJN,APVFH,green,red
GWYS3,JR37R,green,red
SPKFS,47328,blue,red
DK7CC,YG72D,green,green
DIZBA,GW76F,green,blue
9JODI,SRQ66,red,green
VWO99,HK99G,red,blue
ZJB2A,NTPZC,blue,blue
BMSRG,5ESWV,blue,red
5KRDT,U5IQK,red,blue
J2OYQ,DNQZA,green,green
2WTFL,DB1CK,blue,green
SAZIF,UCFUW,green,red
MBJ73,DQF3Y,green,red
DIZBA,HTPRR,red,blue
H7INM,P5YE1,green,green
5KQEJ,QRT9A,blue,blue
